@relation training_gesture

@attribute AccX1 numeric
@attribute AccY1 numeric
@attribute AccZ1 numeric
@attribute GyrX1 numeric
@attribute GyrY1 numeric
@attribute GyrZ1 numeric
@attribute AccX2 numeric
@attribute AccY2 numeric
@attribute AccZ2 numeric
@attribute GyrX2 numeric
@attribute GyrY2 numeric
@attribute GyrZ2 numeric
@attribute AccX3 numeric
@attribute AccY3 numeric
@attribute AccZ3 numeric
@attribute GyrX3 numeric
@attribute GyrY3 numeric
@attribute GyrZ3 numeric
@attribute AccX4 numeric
@attribute AccY4 numeric
@attribute AccZ4 numeric
@attribute GyrX4 numeric
@attribute GyrY4 numeric
@attribute GyrZ4 numeric
@attribute AccX5 numeric
@attribute AccY5 numeric
@attribute AccZ5 numeric
@attribute GyrX5 numeric
@attribute GyrY5 numeric
@attribute GyrZ5 numeric
@attribute AccX6 numeric
@attribute AccY6 numeric
@attribute AccZ6 numeric
@attribute GyrX6 numeric
@attribute GyrY6 numeric
@attribute GyrZ6 numeric
@attribute AccX7 numeric
@attribute AccY7 numeric
@attribute AccZ7 numeric
@attribute GyrX7 numeric
@attribute GyrY7 numeric
@attribute GyrZ7 numeric
@attribute AccX8 numeric
@attribute AccY8 numeric
@attribute AccZ8 numeric
@attribute GyrX8 numeric
@attribute GyrY8 numeric
@attribute GyrZ8 numeric
@attribute AccX9 numeric
@attribute AccY9 numeric
@attribute AccZ9 numeric
@attribute GyrX9 numeric
@attribute GyrY9 numeric
@attribute GyrZ9 numeric
@attribute AccX10 numeric
@attribute AccY10 numeric
@attribute AccZ10 numeric
@attribute GyrX10 numeric
@attribute GyrY10 numeric
@attribute GyrZ10 numeric
@attribute AccX11 numeric
@attribute AccY11 numeric
@attribute AccZ11 numeric
@attribute GyrX11 numeric
@attribute GyrY11 numeric
@attribute GyrZ11 numeric
@attribute AccX12 numeric
@attribute AccY12 numeric
@attribute AccZ12 numeric
@attribute GyrX12 numeric
@attribute GyrY12 numeric
@attribute GyrZ12 numeric
@attribute AccX13 numeric
@attribute AccY13 numeric
@attribute AccZ13 numeric
@attribute GyrX13 numeric
@attribute GyrY13 numeric
@attribute GyrZ13 numeric
@attribute AccX14 numeric
@attribute AccY14 numeric
@attribute AccZ14 numeric
@attribute GyrX14 numeric
@attribute GyrY14 numeric
@attribute GyrZ14 numeric
@attribute AccX15 numeric
@attribute AccY15 numeric
@attribute AccZ15 numeric
@attribute GyrX15 numeric
@attribute GyrY15 numeric
@attribute GyrZ15 numeric
@attribute AccX16 numeric
@attribute AccY16 numeric
@attribute AccZ16 numeric
@attribute GyrX16 numeric
@attribute GyrY16 numeric
@attribute GyrZ16 numeric
@attribute AccX17 numeric
@attribute AccY17 numeric
@attribute AccZ17 numeric
@attribute GyrX17 numeric
@attribute GyrY17 numeric
@attribute GyrZ17 numeric
@attribute AccX18 numeric
@attribute AccY18 numeric
@attribute AccZ18 numeric
@attribute GyrX18 numeric
@attribute GyrY18 numeric
@attribute GyrZ18 numeric
@attribute AccX19 numeric
@attribute AccY19 numeric
@attribute AccZ19 numeric
@attribute GyrX19 numeric
@attribute GyrY19 numeric
@attribute GyrZ19 numeric
@attribute AccX20 numeric
@attribute AccY20 numeric
@attribute AccZ20 numeric
@attribute GyrX20 numeric
@attribute GyrY20 numeric
@attribute GyrZ20 numeric
@attribute Label{up,down,left,right,tilt_left,tilt_right}

@data
-114,205,-1562,-8597,-39024,-13780,467,128,1108,5670,90609,48536,-264,-378,2154,-55548,23292,-10060,152,-4,-1568,57621,-98658,-23780,-15,64,36,12439,6768,975,-129,172,93,-7317,-24756,-27865,13,67,-323,-7073,-2256,1463,-100,-196,-150,19329,26219,13597,41,8,-151,11158,487,4451,-22,-51,113,-10304,15670,-1585,-94,1,148,-15731,1890,5914,56,-37,59,-11524,-731,-3902,14,45,12,2073,6524,4207,16,-7,15,4146,-10182,426,-13,-27,22,-1585,3536,-1463,0,12,-36,4085,121,2134,17,-29,-3,-2012,914,-792,27,20,-4,-243,-7682,-2073,-50,4,24,1829,5975,0,20,9,-21,1524,-1768,182,down
287,-1,-991,-30548,-3658,-5060,-50,531,1147,20609,106768,22073,-41,-1378,2910,-65975,7743,16524,257,869,-2928,86585,-168353,-45182,-239,-35,98,4695,5731,7804,-130,109,-122,1890,-7195,-9512,-17,-36,-249,3231,2439,426,-83,-155,-85,-4817,38475,19512,-3,142,-47,11463,7621,-6219,-59,-42,63,-27256,3780,-5182,-47,-63,203,-5121,15670,7560,75,-11,8,-3658,-7926,-2804,-9,-20,93,3536,3048,-792,-8,31,-70,2134,-2073,-304,-12,20,-27,4573,1463,1707,-5,24,-1,-487,-365,1280,17,-77,5,-6951,-6707,-487,-2,-1,-2,1585,3536,-1219,-8,55,9,6890,5792,2378,38,-18,4,-9817,-6219,-1829,down
-90,-17,-1133,-5609,-7804,-10792,230,520,592,21097,37073,14329,-129,-592,1986,-63719,52621,5975,-11,164,-260,33414,-44512,-9207,249,-24,-997,39329,-42134,11097,-62,159,-25,-13658,-16402,-13475,-86,-28,-70,-20060,-5000,-11402,-66,-142,-213,25609,13353,18170,-36,-8,-77,10975,11829,2804,14,60,8,-11524,-1341,-12804,14,-30,55,-6707,1341,-426,35,-28,0,-7682,-3414,2560,69,-64,74,-5182,-121,7378,-112,72,109,8475,15304,-975,-1,0,-33,2926,-2743,-1280,6,-21,10,-5487,-7195,-3597,24,21,-31,2865,-1829,-853,-19,-2,-7,0,-3292,975,-20,-9,30,1219,3780,0,-7,-25,5,-4390,2317,914,down
-18,-43,-1164,-16158,-33292,-7926,48,374,338,38231,67560,26280,157,-310,2168,-72621,64817,-15487,-51,41,-600,20243,-82560,-14878,150,-33,-647,46158,-40000,21524,-117,145,-54,3231,-8048,-8109,-90,-22,93,-17195,1524,-5304,-68,-60,-173,13597,18841,9634,131,-24,-252,-2560,4085,-4024,-108,26,140,-60,11280,-2256,-20,-46,57,-7439,-609,3353,42,-28,-2,-1097,-4817,-2926,-10,8,50,-3841,-3963,365,-11,26,20,1646,1646,-609,-5,-8,-9,-4817,-1524,-1951,14,-15,23,3170,1829,2195,-19,20,-4,2317,3048,-792,-12,38,-28,6646,0,1219,50,-46,-17,-6829,-4268,1219,-31,-16,55,-3597,1829,-2560,down
-204,-204,-986,-11036,-17743,3841,607,713,-216,17926,-22682,-62926,-12,-488,2690,-116341,136829,107317,-164,124,-489,124756,-73597,-16707,197,-70,-1053,670,-55426,-35914,-214,42,203,-13170,1646,-16097,-98,19,-106,3841,-365,8780,60,-1,-208,10426,-60,6280,-48,-44,-37,4817,7926,6768,-163,-36,3,2012,15975,-4939,-75,6,47,-16524,9268,121,148,-51,17,-5731,-10060,12682,0,-36,90,-3963,4329,975,-41,24,71,4817,8109,-6036,2,40,-43,-3414,-3780,-6951,25,-24,-11,2865,1951,2073,-21,32,6,3963,3780,5060,14,-18,6,1280,2256,-1463,-11,-1,-4,-4512,-7987,-1829,12,-7,30,-792,670,2621,down
113,-74,-1326,-18902,-12378,-15000,-113,458,1345,13780,96036,27926,324,-560,1627,-57439,-27926,2682,-69,166,-1384,71585,-104939,-27682,-115,11,-85,10975,34329,11097,-57,89,-165,-4878,-9085,-7195,-107,60,-94,-9634,2439,-4573,-34,-114,-85,3719,10304,8475,-3,-29,-33,6280,7865,5853,60,24,-22,-1768,731,-121,-77,-30,112,-7926,15792,-1585,74,-2,37,-9573,-7134,1951,18,-16,34,-121,-2256,-1707,-24,10,62,3414,-2073,-1097,15,30,-75,2439,-2439,-2804,-14,0,15,3963,1463,2317,16,-35,4,-4939,853,243,-33,32,37,3292,3719,609,26,-14,-44,-3353,-6036,-2865,15,-17,-22,1951,-4939,-2256,down
104,228,-1215,-26402,-9268,-12378,91,-155,330,50670,122865,36158,-82,-64,3064,-99878,-45548,-30121,121,40,-1946,63170,-139756,-11768,-210,241,-88,32378,44207,27439,9,-103,21,10914,8109,5060,-75,-27,-161,-13170,-6890,-15731,-93,-113,-104,-4024,29085,9878,12,34,-54,-4817,6585,-3109,74,-25,-6,-11646,-4329,-3963,23,-76,108,-7134,-2865,2560,-105,86,121,7560,15548,1280,15,-10,-9,731,-7256,-60,75,-5,-50,182,-8963,-1280,-23,-20,32,1402,9512,1707,-22,7,19,4268,548,2195,11,-3,-25,-4756,-6036,-3902,-21,15,22,731,731,-1585,40,-10,-26,-548,-1768,670,-20,-6,-32,3353,4451,2256,down
147,102,1032,-54573,56463,-8536,2,102,-356,40548,-45548,7256,0,-203,32,14085,-5731,10609,80,118,-274,-1768,-45670,-14695,-57,-6,-445,29451,-10365,5426,0,-94,-252,-11463,12743,3780,-103,-6,-101,17682,29817,-60,-60,21,221,-24634,13963,-6402,6,-25,114,-20975,-6890,-2439,4,22,42,4634,182,1219,19,-18,29,-5548,-4146,4146,-8,-63,39,-609,1402,1158,20,24,-24,5060,304,-2439,0,5,-42,7073,609,1829,-44,56,30,1219,2560,-2256,9,-61,1,-5121,-4756,-1524,11,19,-15,-731,-2987,-1280,4,0,-24,4207,4573,2865,-55,0,34,-2500,3841,609,32,-19,29,-975,487,487,down
3,162,-1024,-121,-2743,914,559,-119,7,-35121,1890,-34634,-24,227,1790,12073,53963,49390,-541,-321,957,-19512,22073,7804,256,249,-1643,85487,-130792,-26036,-91,7,-130,-23414,5853,-12621,-137,-31,-28,-10121,14512,3414,-14,-69,-181,7682,21280,12682,36,-109,-68,-7195,-14390,-1402,-78,36,102,-2560,27195,3292,16,-28,73,-3658,5182,1768,10,54,93,-7256,-1341,-4146,43,-68,22,-2256,-5182,2256,-6,41,20,6036,0,-2987,-30,0,-18,-975,914,-3292,0,3,0,60,-1036,2682,43,0,-35,2378,1524,670,-36,-12,51,-182,1463,-2256,23,9,-25,-3048,-3109,-609,-11,18,12,3963,365,-365,down
210,-77,-1539,-26097,-30365,-7500,-209,654,1222,24817,136402,27743,274,-603,1850,-81951,-23170,3902,0,-47,-684,65182,-79024,-24695,18,205,-616,44878,-40243,0,-120,24,-280,-8902,-8231,-14756,-59,35,-207,11036,16890,8963,20,-67,-88,-4390,7926,4512,-168,-113,197,-23597,20548,1829,27,-11,71,-1524,4085,3902,67,38,-2,-243,-11280,1463,2,-43,54,-4146,3231,2926,-34,43,22,3536,4817,-1646,10,-38,12,-2621,-2439,-4512,27,-2,-31,3109,-3231,-609,-31,39,2,2987,792,670,-19,-15,25,-3414,2804,-2134,18,-21,-2,-2317,-1646,1158,-19,26,-5,3841,1890,609,31,-1,-12,487,-1585,-243,down
-68,346,-1294,-32926,-25487,-11890,527,-387,948,3414,79451,11219,-127,146,1662,-20975,27073,23902,-144,-176,-83,28963,-110609,-29024,12,169,-1011,23048,-19878,-5609,-30,101,-316,9817,22560,7804,-76,-82,-86,-7317,19878,-2500,-34,-45,-59,18292,2865,2012,-35,-59,54,-7865,-4512,121,-4,-24,53,-11829,548,2743,30,5,42,1341,3353,3963,-12,25,55,-3719,5853,3048,-13,-32,70,-8475,-2317,-3292,0,-7,-14,5548,1036,-1036,26,14,-33,4268,-1951,1707,-35,3,2,-1951,2682,-2560,0,-12,19,-4878,-1036,-1402,2,-3,1,1585,-609,121,-5,22,0,3231,3353,1463,6,-28,-14,-3231,-2317,-304,down
379,-387,1494,-27195,-6524,87804,339,1940,-1664,53597,25975,11402,-452,-1695,352,-27865,12987,-105060,365,194,-76,1585,-19024,-13231,-30,16,-252,27804,-5792,8536,-705,-62,-474,-43048,-17012,-22073,-351,169,1047,14024,19939,-2317,58,-152,-393,-1646,-12682,34146,634,-46,-35,-3109,-5000,-1585,-194,193,452,3963,12012,1463,-75,-244,-479,3841,-2195,-27682,217,101,57,1036,-121,5731,-130,-31,-28,-5243,-5853,14939,75,34,6,3048,4817,7926,-96,-21,-31,548,853,-11463,30,-11,33,-975,-1768,6524,0,2,-11,-1036,-1341,4939,-4,-5,14,-609,-731,60,8,6,-3,609,792,-60,0,-2,11,-121,-182,-60,left
706,367,-726,20243,2378,47439,-46,-138,662,-27865,-121,-27926,-203,-26,91,19329,5731,-25853,172,-97,-435,-7621,-6097,-21890,-764,-237,623,5365,853,-25243,-188,9,392,-16280,5365,-25853,-252,219,-264,7195,-7987,32439,116,-70,-358,0,-1341,43902,313,-86,39,-1341,2439,20182,171,79,-27,853,304,-14939,-12,-18,-27,-121,-2621,-4207,3,-6,22,1768,3231,1402,-14,-5,0,-792,-1158,731,-22,-26,-6,-243,-426,1158,38,29,1,0,60,-914,-15,1,3,0,-60,60,3,-4,-4,60,60,-426,4,0,4,-60,0,60,6,2,-12,0,0,-60,-5,0,8,0,-60,0,left
-839,343,-478,365,-304,13231,328,-415,1240,4085,182,48231,676,581,-954,-2804,-8597,38292,89,-735,874,1036,7926,-41097,208,509,-673,-792,1036,-44573,146,-201,-79,4268,-2743,-30426,-376,123,449,-1280,-304,-40609,-210,-92,-938,-19939,14451,-20121,-429,-255,1062,15487,-15000,24390,132,-34,-687,182,6402,42560,78,152,231,-304,-487,-4207,167,28,-61,-914,-4451,19573,99,23,12,0,3414,-3048,-73,-33,9,182,-1463,-2500,-35,-9,-4,243,-365,1402,26,12,1,243,243,-365,0,0,4,-60,121,-670,8,0,-4,0,0,0,4,4,0,0,0,60,-4,-6,-4,60,0,182,left
210,739,-710,1829,-6463,111524,323,-706,506,5365,2073,-30792,393,182,103,-9512,2317,-27804,-76,-234,-229,7317,3170,-51341,-449,193,409,-304,304,-56219,-686,227,-547,-34451,3353,-37378,285,-437,446,30914,-3414,52012,-711,-9,-495,-2317,2743,-31524,145,73,509,1280,-4024,59146,491,-38,33,-4451,-975,9146,33,18,-19,-121,1341,1585,156,-32,-20,2865,-2317,-3048,-115,59,28,731,1036,-1585,13,-11,-1,1280,1463,6463,-36,-33,-12,731,792,3231,14,27,-2,-1402,-1585,-3536,7,1,13,182,182,-243,3,-8,-5,-60,-121,60,-6,7,-1,-60,0,0,0,-1,-2,121,121,0,left
-1110,23,-30,2500,4024,-27682,465,83,-1010,1585,-4207,76585,889,-42,1184,4573,-6402,44939,-141,-43,-360,-8963,-121,-16646,755,-33,293,1829,8414,-21768,-173,90,152,5304,1158,-49207,-657,-21,137,-7560,-1951,-36707,-205,463,81,-12378,3719,-32621,261,-207,447,-1707,-670,8658,-345,-391,-796,8963,-5792,32865,-236,-167,168,4268,2560,-10487,426,196,-227,3597,243,15121,119,37,-30,-2682,-1402,7439,-28,1,-5,-365,1280,3231,-31,10,-1,-975,-609,-2378,23,-25,5,1829,-243,8597,-5,13,-5,121,0,121,5,8,-7,60,0,60,-3,-13,7,60,0,182,-1,10,-1,-60,0,-182,left
-109,-406,1039,1646,-3719,36341,55,450,-309,11890,-11707,68170,1107,429,-661,1158,15243,3658,27,-62,-85,-16036,6524,-15792,-692,211,306,-1707,-12134,-82134,-295,-829,-221,15853,6219,-58597,637,128,-498,-6097,2378,-7987,-1062,-203,33,-20000,1951,-13292,-166,229,3,10731,-2195,13414,195,112,482,1768,-2256,31646,190,-137,-41,1341,60,11829,83,115,-68,609,426,2682,30,-44,33,-3353,-670,10243,-4,2,-14,365,0,-1219,6,4,18,-243,-60,1341,6,0,-1,1951,-121,792,-18,-3,-10,60,0,-426,8,0,-8,60,0,-548,-14,-5,14,60,0,0,14,0,-6,-60,0,-243,left
-1175,253,-506,-487,1158,-4756,243,-213,717,3658,-2804,77621,1612,-856,187,-7560,-20670,12317,-106,1267,-267,17073,22500,50731,277,-32,453,-8658,-1036,-74573,-187,-155,-865,2317,-3170,-70304,-283,69,886,2195,5060,-33231,-308,-486,-537,-31707,3414,-32743,-250,-168,148,13475,365,2926,-102,453,-215,7378,-2012,26463,82,-336,-111,3170,-2378,16036,-137,24,156,-670,1524,7926,360,156,1,-4695,-1890,23109,-28,14,-61,792,182,-3597,6,20,27,4085,-243,792,-7,-11,-8,182,-121,-5121,-6,23,8,-609,548,3719,17,-20,-10,60,-365,2682,-4,11,0,0,0,60,6,-3,-4,-60,-60,-60,left
436,226,1005,2378,609,3170,176,-103,-1359,-2317,-2012,-43048,-988,128,84,2378,6097,-34817,282,-114,56,-4146,-853,26158,-299,-174,-132,-1158,-243,-18109,-81,-54,644,1402,-3536,54268,123,77,-254,4207,60,8475,308,16,-42,-3536,-121,3719,27,-8,-13,-914,365,-2073,7,27,5,-609,-182,1158,-46,-24,71,914,-60,609,43,4,-65,2378,-182,60,1,2,9,-1219,121,1402,-1,-7,-22,243,-60,-975,10,0,19,121,60,-60,-1,9,-6,-121,60,60,0,-4,-3,60,-60,0,9,3,0,0,0,60,-19,-4,11,0,0,-60,0,0,-12,0,60,-121,left
-963,146,436,2682,6280,-47439,244,-157,-219,-3475,-5304,66158,254,-892,1512,5548,-10975,12500,1170,1080,-2136,4695,7134,94390,231,-177,498,-7682,5853,-62134,-20,372,-32,3658,-5426,-62256,-565,-223,-262,2256,2560,-46158,-128,-518,1419,-25914,4024,-4939,-110,804,-1007,14390,-487,-10487,-400,-498,-536,3048,-975,-7926,-126,212,562,-609,-3292,39024,384,-118,-255,2256,-1463,28597,51,-12,40,-2621,1219,-731,-51,-21,-15,-1036,2195,-1707,51,5,5,3231,121,2378,-25,-5,-3,1707,548,3048,9,-3,6,-1280,-670,1585,6,-4,-1,-670,-1463,-2987,-18,19,-11,-487,60,-914,27,-18,1,426,0,731,left
-1073,-142,-67,-243,60,-13658,414,372,326,-4268,-8536,58902,726,-800,-1249,12621,-1097,18597,645,921,260,-5548,7682,64451,-87,-241,1081,-4085,11158,-105548,-98,164,-97,12804,-2073,-17256,-51,-312,-210,-4268,-6463,-15731,-799,437,189,-2378,792,-8475,324,-215,164,-34146,-792,-48963,-252,-294,-265,28292,4390,1402,4,14,-176,-1646,-5670,54329,11,172,88,1890,-1890,12804,216,-81,-34,426,3475,4512,21,6,-20,-1829,-1097,-5487,-25,12,14,1463,914,-1768,18,0,-2,365,-1524,1036,-12,-5,12,1280,1890,2073,1,10,-8,-731,-975,-1768,0,-18,-3,182,60,60,-1,8,12,-365,-548,792,left
-1037,376,407,1036,1158,-11097,118,-118,196,4146,-3536,54939,1435,-84,-506,-1829,-5914,87682,-13,39,-116,-15426,-1768,-66951,127,-127,134,6768,17743,-22865,62,177,40,25000,-1768,-35670,-234,-202,-284,-18475,-6036,-34024,-697,-10,146,8658,2317,-2987,-374,92,186,-26829,3414,-37134,603,-333,-627,14512,-3658,10731,-533,262,404,853,-121,25548,311,-10,-392,5365,-2195,26463,236,-63,353,-243,243,10548,-25,-17,54,-2926,426,-4146,16,8,7,-548,0,-670,0,6,-14,0,-60,121,11,2,-1,-60,-60,-1097,-2,3,0,121,0,-60,4,-9,13,-60,60,-182,-14,-6,-2,0,0,0,left
-1152,-39,-579,-2500,-121,-14146,402,23,1126,14329,-2073,54573,709,-155,-22,-10060,-365,59207,562,126,-735,-182,-60,-14756,157,323,236,-1524,5182,-58414,-288,40,51,4817,4024,-23780,174,-375,-476,11402,-11219,-17378,-640,101,1128,-7012,-609,-34451,494,-62,-1188,-13597,2134,29817,136,-314,-143,2317,1951,-28963,-888,487,442,2134,6097,-49268,-250,-4,805,-1036,-3109,45975,630,-165,-525,-2500,-2439,50731,-15,18,-114,2073,1219,182,-26,11,-10,1402,-670,914,-2,5,-6,182,304,1829,13,-1,13,0,0,-853,-5,-4,-5,-243,-304,-365,10,-3,-18,60,60,243,-6,0,31,-60,-121,2378,left
-1132,141,-144,-182,548,-11402,160,-2,7,2134,-365,55731,1575,190,1367,-2500,-9085,82134,-349,-453,-1350,731,7926,-100975,511,274,189,5548,10060,10060,-204,79,-125,4756,-8658,-60975,-237,1,92,-11890,4878,-21707,-539,-266,-463,-24939,-9268,-19390,321,101,254,24390,6036,1097,-229,-490,-266,1219,-3841,-7256,-528,531,1061,1951,3414,11158,213,-74,-663,-853,-1890,53292,399,-11,75,-914,3048,7073,12,6,-45,60,-426,-1341,-55,-10,-12,243,-2804,731,-7,-18,-2,182,304,6585,51,23,17,-121,-243,548,9,7,4,243,426,-9085,8,4,-1,-60,0,182,-9,-17,0,0,0,975,left
-1039,-272,-136,-1951,-2500,-12682,68,378,468,-5365,-2195,30182,572,213,-887,44939,26097,72926,768,-89,530,-37012,-28292,-29085,257,-88,96,-3231,7865,-39268,-115,44,184,25731,21341,-23170,125,-116,-1039,-10121,-18902,-25426,-916,100,642,-7012,-609,-25609,-275,-14,295,-14817,-3109,15304,133,-333,-154,3902,3597,10731,82,57,194,4268,-2987,16402,225,105,-26,1768,-182,-7073,183,-12,-173,-1036,-60,7987,-60,17,-3,243,1219,8109,277,-148,58,0,1158,-3902,-240,156,27,-2012,-2134,2621,-17,-18,-80,1768,-304,1463,-9,12,-5,-121,60,-182,13,-8,3,0,-60,-609,-2,2,-14,60,60,243,left
-796,286,-707,365,-914,25853,349,-187,1057,5548,8658,65670,657,37,229,14634,914,-33536,439,30,-546,-30304,-21402,11707,-264,32,-36,19512,21829,-79390,86,-112,176,-9756,-22134,3231,-402,188,298,-11646,9451,-23719,-195,-302,-833,7987,12500,-22865,388,38,-517,4817,-9268,10792,-668,-234,1281,-2317,-3353,-11219,21,385,65,2195,2073,31097,228,-170,-410,-1036,1280,21829,122,29,-28,-4451,-1402,9024,34,-20,0,6219,6951,-5060,-31,25,-2,-1524,-4878,-3231,6,-18,-2,1280,1707,2012,-7,19,7,-2926,-3841,-1280,-79,109,-19,1890,2560,2134,79,-116,0,-182,-121,-731,4,-1,-7,-121,-426,-2378,left
292,25,1095,12439,6036,89817,324,93,-907,-3719,4939,16097,-101,309,-583,-8048,-18536,-85182,-23,-488,533,2378,-731,-31707,126,285,-31,7195,21402,16341,-534,-210,-111,-27804,-14512,-21280,-113,-229,-124,14390,-2256,-32987,-172,283,-213,11829,12073,-15975,-103,-335,48,-21280,-19695,33231,100,243,271,16707,13231,29207,208,35,6,-14695,-14817,-2317,13,7,15,9878,18841,1158,-10,-18,2,-1829,-9085,2439,-2,0,9,2621,3109,-487,1,3,-3,792,1219,1951,-11,-1,-8,-1097,-1524,-243,16,-5,-1,-853,-1097,60,-10,0,23,975,1341,0,-40,12,-13,1646,2134,121,45,-9,6,-2134,-2865,-182,left
-1201,88,458,2073,731,-58048,-81,-768,346,-2743,-3536,143658,1846,738,-2020,1707,-12256,69756,-350,-139,1003,-975,14695,-114024,389,396,331,5304,853,-40853,-270,-46,311,-4390,-609,-22073,-97,-519,-374,-2317,4939,-4634,-552,76,277,-2743,10792,-28353,-190,122,-526,1280,-3658,-12743,-88,-100,-446,7073,-15243,-2743,267,120,743,-2012,3597,38170,-7,52,-125,-2560,3048,17134,331,-19,33,-182,121,21829,15,32,-23,-304,-304,-1585,-19,-27,6,1463,-2012,-4573,-5,2,-13,60,60,-731,-1,5,0,-548,-792,-121,3,-3,18,182,121,0,7,-13,-4,-182,-243,0,-5,8,-9,487,609,121,left
429,-546,2118,-25609,8597,-5182,-583,789,-2473,19878,-1219,-35731,-64,-366,-236,3658,-12134,-56890,-95,194,1015,2804,5426,53719,58,-51,-436,-182,-2500,28292,239,-14,18,-914,2134,15304,21,-11,-18,1463,4695,2987,5,-11,19,1097,-1341,-2134,7,-7,-13,1890,2256,304,-18,26,17,-609,-975,2256,29,-22,1,-1951,-2743,-2987,1,-7,-1,-1646,-2317,-121,-9,-1,13,-121,-182,0,11,16,-9,0,-60,60,-7,-9,-1,0,60,60,9,0,-8,0,-60,-60,-4,-5,10,60,121,-60,-3,6,-16,-60,-121,60,0,1,9,-60,0,-60,0,-1,-13,-487,-609,0,left
-962,145,-544,-2256,-3597,2439,547,-215,-11,5426,10487,55731,660,396,584,6036,-1280,34634,161,-435,-181,-121,-7926,-27987,224,528,275,-9451,3353,-35365,-455,-386,-77,2804,-1036,-24634,298,254,4,1402,6829,-5000,-188,-221,-81,-1585,-12987,-8048,-71,364,33,-10426,9939,-792,-743,-586,-86,5304,2378,-82926,-14,105,575,3963,-2926,18109,257,3,-460,-14329,-19268,50060,249,97,38,12195,14390,4573,8,-36,-49,-182,243,10975,0,-1,-1,3536,6280,8048,17,-12,-20,1036,-304,487,-5,6,2,-3597,-4939,-487,0,14,10,1036,1402,243,2,-16,-6,670,792,0,-28,-49,50,-3719,-4573,-11280,left
-1156,69,197,-853,548,-43902,229,-83,-330,3048,15487,99939,990,26,253,6463,-22743,69573,198,38,-401,-11158,731,-39695,615,-52,545,23963,25914,-12865,-47,125,-376,-14817,-15731,-45243,-615,422,26,-14939,-8963,-58719,-185,-493,317,-2743,14146,-27500,-336,150,-469,14817,-1707,-9268,-93,-427,123,3231,1951,37987,-125,191,291,-10060,-10121,-11219,185,158,-266,6219,3353,34390,365,-75,37,-4878,1158,19146,11,5,39,2621,-1463,-4329,-9,2,-30,853,-670,3902,-4,14,12,1341,2134,182,-3,-12,-12,243,243,1219,17,0,-4,-548,-853,-1158,-2,-7,3,182,304,-1158,-3,3,4,121,121,731,left
-570,-401,-1291,-9451,-3658,-52317,220,289,707,8109,-19634,62439,412,483,-26,1707,20792,111829,231,-78,210,15548,47317,-53231,321,-302,358,-9390,-47012,-47987,-521,-73,203,13902,0,-20670,-184,18,-291,-24756,1524,9085,65,20,126,-14634,-2621,-9756,-7,12,59,487,-3597,-8353,21,20,-83,14634,5792,5426,-13,16,15,487,-2317,4268,17,3,7,1158,2073,-731,5,-7,2,1707,670,-1097,-8,12,-5,0,-60,304,-3,-4,-5,60,-60,-60,5,0,5,-60,-60,60,0,0,-3,-60,0,0,-4,7,9,182,304,60,6,-10,2,-121,-182,0,31,-19,0,-60,-121,-60,right
655,-101,-832,6341,-5243,-37560,-955,15,1773,-20121,21829,-14451,-26,85,-867,17378,-11219,25792,-9,10,-445,-3536,-8536,-26158,22,70,-268,-15548,-13841,91829,79,130,985,16219,13231,-58414,-210,-84,-1003,8475,-30426,24939,750,-272,672,-6463,54878,38109,-329,268,-55,-6219,-5548,-24207,187,-126,74,6341,-15731,-8292,-10,3,-114,-914,5914,-5121,-70,17,84,1036,1158,-487,-6,-4,-5,-4024,-6341,3353,-4,-19,-12,1219,243,-11097,-81,9,-15,365,0,731,-11,-11,13,0,60,1341,7,2,69,-2621,-2195,121,4,12,-60,1890,2682,-243,-4,-1,-1,60,-1036,-182,7,0,5,609,1036,0,right
832,362,897,9756,-32500,31463,-701,-393,-1038,20182,55975,-90487,-692,148,299,-44024,-18902,-16646,355,7,-353,12073,-15426,52317,-97,-108,209,-1829,7926,60,626,-343,285,6707,-6707,43048,-696,3,-724,-6219,9634,-19390,195,119,-20,9207,6036,39451,446,287,421,-14573,-7560,-8231,-233,-207,162,10853,60,-22134,151,56,-123,-3109,-975,17378,38,59,-187,-853,1463,-19573,-178,-20,153,1280,487,-10243,-52,17,-3,-731,0,1341,5,-5,20,2195,0,2073,2,20,5,-1158,60,-365,56,91,1,121,-60,-487,-49,-92,-21,-182,182,-2804,-5,-5,-1,0,-182,3170,-7,-9,-3,60,0,121,right
-1024,-103,-776,2256,6463,-68414,251,-31,291,-1158,-17560,62317,508,242,818,-670,12500,-3597,-20,408,-560,2256,-6341,20000,157,-419,63,-5182,-304,46585,569,246,607,4451,14329,4695,-206,-179,-145,-1890,-10975,-39817,-5,-161,-316,1402,975,-5060,63,51,60,60,0,2804,-214,-49,-40,-548,914,-19329,-105,24,-70,-10670,670,-6097,23,0,84,8902,-792,9085,23,-13,1,0,182,-2378,-16,0,11,914,-121,-1280,-2,-1,-14,-60,121,365,6,0,0,0,0,121,-7,5,-5,-60,-182,0,9,1,5,0,60,60,1,-4,-1,0,0,-121,-8,0,-2,-60,0,60,right
