@relation smoothed_train_data

@attribute AccX1 numeric
@attribute AccY1 numeric
@attribute AccZ1 numeric
@attribute GyrX1 numeric
@attribute GyrY1 numeric
@attribute GyrZ1 numeric
@attribute AccX2 numeric
@attribute AccY2 numeric
@attribute AccZ2 numeric
@attribute GyrX2 numeric
@attribute GyrY2 numeric
@attribute GyrZ2 numeric
@attribute AccX3 numeric
@attribute AccY3 numeric
@attribute AccZ3 numeric
@attribute GyrX3 numeric
@attribute GyrY3 numeric
@attribute GyrZ3 numeric
@attribute AccX4 numeric
@attribute AccY4 numeric
@attribute AccZ4 numeric
@attribute GyrX4 numeric
@attribute GyrY4 numeric
@attribute GyrZ4 numeric
@attribute AccX5 numeric
@attribute AccY5 numeric
@attribute AccZ5 numeric
@attribute GyrX5 numeric
@attribute GyrY5 numeric
@attribute GyrZ5 numeric
@attribute AccX6 numeric
@attribute AccY6 numeric
@attribute AccZ6 numeric
@attribute GyrX6 numeric
@attribute GyrY6 numeric
@attribute GyrZ6 numeric
@attribute AccX7 numeric
@attribute AccY7 numeric
@attribute AccZ7 numeric
@attribute GyrX7 numeric
@attribute GyrY7 numeric
@attribute GyrZ7 numeric
@attribute AccX8 numeric
@attribute AccY8 numeric
@attribute AccZ8 numeric
@attribute GyrX8 numeric
@attribute GyrY8 numeric
@attribute GyrZ8 numeric
@attribute AccX9 numeric
@attribute AccY9 numeric
@attribute AccZ9 numeric
@attribute GyrX9 numeric
@attribute GyrY9 numeric
@attribute GyrZ9 numeric
@attribute AccX10 numeric
@attribute AccY10 numeric
@attribute AccZ10 numeric
@attribute GyrX10 numeric
@attribute GyrY10 numeric
@attribute GyrZ10 numeric
@attribute AccX11 numeric
@attribute AccY11 numeric
@attribute AccZ11 numeric
@attribute GyrX11 numeric
@attribute GyrY11 numeric
@attribute GyrZ11 numeric
@attribute AccX12 numeric
@attribute AccY12 numeric
@attribute AccZ12 numeric
@attribute GyrX12 numeric
@attribute GyrY12 numeric
@attribute GyrZ12 numeric
@attribute AccX13 numeric
@attribute AccY13 numeric
@attribute AccZ13 numeric
@attribute GyrX13 numeric
@attribute GyrY13 numeric
@attribute GyrZ13 numeric
@attribute AccX14 numeric
@attribute AccY14 numeric
@attribute AccZ14 numeric
@attribute GyrX14 numeric
@attribute GyrY14 numeric
@attribute GyrZ14 numeric
@attribute AccX15 numeric
@attribute AccY15 numeric
@attribute AccZ15 numeric
@attribute GyrX15 numeric
@attribute GyrY15 numeric
@attribute GyrZ15 numeric
@attribute AccX16 numeric
@attribute AccY16 numeric
@attribute AccZ16 numeric
@attribute GyrX16 numeric
@attribute GyrY16 numeric
@attribute GyrZ16 numeric
@attribute AccX17 numeric
@attribute AccY17 numeric
@attribute AccZ17 numeric
@attribute GyrX17 numeric
@attribute GyrY17 numeric
@attribute GyrZ17 numeric
@attribute AccX18 numeric
@attribute AccY18 numeric
@attribute AccZ18 numeric
@attribute GyrX18 numeric
@attribute GyrY18 numeric
@attribute GyrZ18 numeric
@attribute AccX19 numeric
@attribute AccY19 numeric
@attribute AccZ19 numeric
@attribute GyrX19 numeric
@attribute GyrY19 numeric
@attribute GyrZ19 numeric
@attribute AccX20 numeric
@attribute AccY20 numeric
@attribute AccZ20 numeric
@attribute GyrX20 numeric
@attribute GyrY20 numeric
@attribute GyrZ20 numeric
@attribute Label {up,down,left,right}

@data
-49,-1312,1502,169146,13475,-12926,-80,-124.5,503.5,38445,44603,-7713,49.333333,-88.333333,112.666667,-39878,-4492,-4857.666667,-17.5,-82.5,-57,-16981.75,-10899.25,1067,7.2,-17.4,-128.6,-10329.4,-5329.2,-4743.8,10.8,260.8,-377.4,-29670.8,-3317,-756.2,15.8,39,-189.8,-15939,-23097.2,-475.6,-55,46.6,-73.6,25756,2731.8,2609.8,-6,57.6,51.6,11768.4,11073,-1061,-27,10.8,129.8,10866,7256,4633.8,-21.6,-12.4,63.6,-2902.4,305,2170.6,3,5.8,-3.8,-3097.6,7573,2743.6,8.8,-1,1.2,-1402.6,3292.4,-1353.8,5,3,-6.2,1597.4,-683,-512.2,6.4,-2,-3.4,-207.6,-378,-463.4,5.6,5.6,9.2,-1256.2,1609.8,597.4,0.8,-0.4,-8,2987.8,-951.2,280.2,1.4,1,1.6,-500,-1731.6,890,1.4,-0.4,1,-256.2,-292.6,316.8,2.2,4.6,3,-719.6,451,-24.4,down
162,-321,1150,131402,10853,-13597,-40.5,-224,481.5,23323,-2591.5,6890.5,18.666667,-123.666667,76.666667,-24552.66667,-5853.666667,813.333333,21.5,-77.25,11.5,-21463.25,-5320,-304.5,-8.4,-4.6,-79.6,-20377.8,-3402.4,536.8,-39,46.4,-300.6,-26487.6,-4280.4,-2585.2,13.8,100.6,-276.6,-7304.8,1378,-5341.4,-5,62,-27.8,11097.6,3426.8,499.8,-20,51.6,-15.4,18353.6,5414.4,792.4,0.8,-4.4,74.6,21390.2,4231.6,-1195.2,6.6,6.8,70.4,280.6,2012.2,5634,0.6,-22,82.8,-1756,-597.4,2792.8,-4.8,2.4,-21,4060.8,-341.2,-987.4,4.6,2.2,8,-1548.8,-1609.2,-438.8,6.8,0.2,5.6,-232,-1450.6,622.2,2.8,1,4,377.8,-316.6,-134,-1,1,1.4,365.6,-97.4,12,2,-0.2,-3,670.6,-158.4,158.4,-0.4,-2.8,-4,841.4,-158.4,12.4,1.4,-5.8,-9.8,-1609.6,-195,573.2,down
-788,686,4243,198597,53231,-1524,-53,-79.5,286.5,20396.5,29542,18353.5,17.666667,-147.666667,206.333333,-11382,8739.666667,-8902.333333,64,-103.25,76.75,-22118.75,3750,-7271.25,4,-16.4,-110.4,-28414.4,-9609.6,2475.6,149.6,-133,-977.6,-40816.8,-12646.2,-2792.6,47.2,29,-71.2,-11780.2,-14036.2,-6560.8,-16,98.4,-111.6,8353.8,-5146.2,4280.6,-53.6,86.2,-49,18195.4,-2146.4,5634.2,-8.6,21.6,117,29695.2,10243.8,-3012,4.2,1.6,131.8,2000.2,2097.8,2646.2,-28,8.6,-31.4,3292.8,2158.8,-1158.8,3.2,-2.4,-4.4,-877.8,366,377.8,-1.4,2.6,-2.8,512.2,-707,-232,1.4,0,0,0,-548.4,206.8,3,1.6,1.8,548.6,439.2,-0.2,-0.2,1.4,-5.6,1573,439.2,-170.6,-1,0,3,414.6,-243.4,341.4,2.4,1.2,-4,134,134.4,12.4,-1.6,2.2,-2.8,97.4,122.2,-243.4,down
133,21,-1055,-3780,-30853,-16768,82,-194.5,-389.5,17195,7073.5,20274.5,86.333333,-202.333333,264.333333,68272,18943,5854,-136.5,8.5,158,31143.25,-10655.5,8110,-4,-105.8,152.6,6841.6,-3927,-2829,22,-101,319.6,-20243.8,9719.2,-2390,-4,-27.8,167,-29219.2,-7341.6,-11317,-39.8,111.2,-304.4,-56572.8,-19451,-7780.4,149.4,-70.6,-139.4,-18817,12731.8,-7158.6,15.2,89.6,-142.2,-8780.4,927.2,3865.6,-29.2,88.6,-102.6,21304.8,-1499.8,6268.2,-13,92,-2,23499.8,5012.4,3183.2,-0.4,-6.2,141.6,18268,7939.2,4378,-27.2,44.8,16,-6841.6,-4438.6,1365.8,0,-0.6,-1,609.6,2537,-524.2,-8.4,-7.6,-2.8,-610,-2182.4,-426.8,-3.6,-2,-4.2,-1695.2,-524.2,73.2,0,1.8,7.6,-3134.2,-97.4,-24.4,0,4.4,3.4,256.2,329.2,-414.6,1.6,4.6,-5.2,1036.4,378,-365.8,down
-110,-37,-1166,-64756,-62134,10304,91.5,-67.5,-308.5,30213,28628,5670,46,-232.333333,245.333333,74207,22947,6015.666667,54.75,-62.5,112.25,7713.25,8872,2469.25,-5.2,-100.4,109.6,5743.8,-3158.4,-3012.4,66.8,-84,333.2,-3317,12987.8,-6000,2,-55.6,162.6,-39158.2,-13451,-1878,-28.8,130.6,-265.6,-69426.6,-23743.6,-2439,-21,6,-194.8,3122,-3768.2,-8463.4,-0.8,94.6,-101.8,268.4,2134.2,548.6,-30.4,89.2,-124.2,17865.8,1829.4,1902.2,-43.4,77,-47.2,28414.6,2061,-597.8,7.2,-1.2,128.4,23927,10829.2,743.6,-21.8,34.6,108.2,-10353.2,-2999.8,7268,10.2,-3,1.2,-6426.6,1463.4,2646.4,-13.2,-9.8,27,-1280.4,-2292.6,2268.2,3.6,-5.4,-1,-1304.8,-341.4,707.2,-4.2,4.6,-7.6,146.4,-829.2,-2012,3,1.8,2.4,-475.6,353.4,-329.4,-17,9.4,-27,-768.2,-1122,256,down
-820,-210,6619,293048,42926,21951,82,-125.5,219,3231.5,41493,22591,66,-149,251.666667,-12947,12215,-6809,83.5,-143,132,-28780.25,1173.5,-1143.5,24.6,-51,-68,-35463.2,-7170.8,2036.4,154.4,38.4,-1463,-66853.4,-11365.8,-4378,14.4,59,-55.8,1744,-16743.8,-11133.8,-25,105.2,-132.6,8024.4,-5134.2,3341.6,-49.4,129.6,-82.2,23414.4,829.2,292.8,-11.2,67,84.6,36353.4,7719.4,-2378,24.6,16.8,149,10512,3377.8,-451.2,-30.8,8.4,-6,-3048.8,475.6,1780.2,-4.2,1.8,-6.8,743.6,-1134.2,-280.6,-1.8,4.4,-3.6,426.8,-1158.6,365.8,0.6,2.2,-1.2,719.4,-109.8,0.2,4,4.2,9.6,-902.4,390.2,195,-2.2,0.2,-15,1670.6,597.6,-170.6,4.8,-0.4,3.8,524.6,-12.2,451.4,-1.6,-1.4,-0.4,49,305,12.4,0.4,-2.4,0.8,-426.6,244,-24.2,down
33,-243,-1281,-32256,-62317,1280,58,-104,-745.5,13445,9847.5,10060.5,-475.666667,898.333333,2689.333333,105934.6667,22235.66667,21991.33333,-0.5,-67.75,66.5,8612.75,20365.75,8978.5,-7.8,-107,92.4,-1353.6,463.4,-5487.8,26.8,-74.4,356.8,-16024.2,10073.2,-3817,-0.4,-11.2,199.8,-32865.4,-14024.2,-4353.6,276.6,-551.8,-1791,-80097,-20975.4,-12902.4,-28.2,-40,-163.2,-4450.8,-19926.6,-7390.4,3.8,94.6,-103.4,4878.2,2829.4,4951,-38.6,111.6,-102.8,23305,3853.8,2914.6,-27.6,41.4,99.6,28097.6,11451.4,-146.4,5.6,2.4,178.8,16488,8183.2,-292.6,27.8,82.6,118,-3548.4,3854,475.6,-0.8,5.2,19.8,-4487.4,-3584.8,500,0.4,2.8,2.2,-573,-1280,402.4,2,2.8,-1.4,-634,-1182.6,353.6,0.8,2,-1.6,-402.4,-694.8,146.2,-3.8,3.6,-3.6,755.8,61.2,-353.6,3,0.8,-5.6,951,219.6,-36.8,down
86,-256,-1138,31707,33780,11280,103.5,-243.5,-241.5,73383.5,42682.5,8566.5,186.666667,-719.666667,1126.666667,66605,-1748,9897.666667,-23.5,-154.75,147,14161.25,8170.5,-5884.5,4.4,-115.6,144,-6756.2,4097.4,-6158.8,37.2,-81.2,288.6,-34878,-8268.2,-7610,-22.4,81.2,-60.4,-56524.2,-30780.2,-7719.8,-110.2,456,-812.8,-48133.8,-2256,-8963.6,4.8,106.2,-142.6,-7463.4,-2963.2,5243.4,-19,112,-136,8451.2,-2853.4,6487.4,-59.2,127,-61.8,26914.6,2683.2,5938.6,-28.2,12,153,26560.8,13597.8,4365.8,-9,-28.2,139,7780.2,3853.8,2780.6,9.2,13.2,19,-3951.4,-3463.2,-621.8,7.8,0.4,-14,-1707.8,-780.4,-573,0.2,3.2,3,1243.4,-1146.4,-634,3,1.6,1.4,1024,194.8,-110,0,2,-7.8,926.4,-451.6,170.6,-0.2,3,10.4,-134.4,-12.6,243.8,1,1.8,0,195,-475.8,317,down
78,46,-1289,39817,-853,-11951,185,-348.5,-342,73780,30793,10670.5,349,-373,2635,90040,14390.66667,10528,-74,-141.25,117.25,2271,3963.75,10960,35.4,-119,154,-12110,2073.6,-5780.6,36.6,-130.6,292.4,-39012.4,-3914.2,914.4,-51.8,94.8,53,-59975.8,-17438.4,-4122.2,-212.2,253.2,-1722.8,-65500,-16633.6,-7829.2,62,125,-137.8,4475.4,-1950.8,-11829,-28,113.2,-142.8,11426.6,-2463,4829.2,-51.6,123.6,-39.8,31463,3841.6,1048.6,-22.2,48.6,87.4,28646.2,5914.4,-1121.8,5.4,-22.2,145.2,10353.4,7731.6,1402.4,-1.6,-2.6,44.2,-6988,-1109.8,2792.6,-6.4,16.4,-13.6,572.8,670.4,890.2,2.6,8.6,10.2,-1000.2,-122,548.8,2.8,5.8,-1.6,1816.6,-512.2,926.8,-1.6,2.2,-2.8,1231.2,292.6,158.4,3.2,0.8,4,499.6,-73.4,304.8,-1.2,-0.8,4.2,-61.4,-61.2,-73,down
263,-889,641,232682,91341,14085,133,-335.5,389.5,-16677,22683,3140.5,-25.666667,-242,73.333333,2743.666667,-3882,1667,33.25,-180.75,146,-11631.25,3734.75,-5152,67,-114,39,-30048.8,-3780.4,-768,-45.4,151.2,-276.2,-76561,-30329,-3463.2,-36.8,124.2,-277.6,-4232,-9975.6,-3792.6,26.4,111,-109.8,-2378.4,2792.6,-768.4,-24.8,127.2,-122.2,11072.8,-2975.6,2804.8,-65,93,-47.4,32231.2,4987.6,-305,-4.2,8.2,147.4,30292.4,11731.6,85.2,-14.4,-6,126.8,9463.4,268.4,2731.4,-9.6,20.2,68,646.4,-756,-427,-1.8,3.2,5.8,-817.2,-158.6,1206.8,1.6,5.2,8.2,-2036.6,-1012.2,1170.2,-0.8,1.4,8.4,109.6,439,694.6,2.6,1,1,1573,304.8,-134.4,0.4,-0.4,0.4,341.2,170.6,316.6,3.2,-3.2,2.2,-451.4,219.4,414.2,-0.4,-0.2,6.8,-402.6,-207.2,60.8,down
-28,95,-1199,29695,-8719,-3597,136,-175.5,-268.5,69146,42835.5,5549,98,-376,257,81585,25630.33333,15996,31.5,-93.75,167,426.75,13841.75,7896.5,3.4,-110.8,100.8,-6670.6,-280.2,-2768,58.8,-129.8,305.4,-31548.6,207.6,-2365.6,-34,32.8,24.2,-57694.8,-25658.2,-1085.2,-72.6,224.8,-293.4,-67914.4,-21853.6,-7731.6,-24.2,27.2,-259,1048.8,-7012.4,-9914.6,-4.4,114.4,-106.4,5780.4,877.8,1597.4,-48.8,123.2,-79.8,26512,1451,3499.6,-21.2,45.8,73.2,31219.2,8524,-1366,15.8,12,141.4,19817,6707,-1878.2,5,58,121.2,475.4,-4414.6,3390.2,5.4,5.6,3.4,1316.8,-719.6,1158.4,0,-6,12.2,-402.8,292.4,-902.4,3.4,-3.4,7.6,463,353.4,-317,1.8,-9.8,-7.8,2011.6,560.8,-219.4,-0.8,-13.2,-0.6,2377.6,963.2,-60.8,-0.8,-16,-5.4,3670.4,256,-780,down
286,-1039,322,252134,70731,-8658,181.5,-17,562,11860,31676.5,20457.5,40.666667,-124.333333,270.666667,-21971.33333,7723.666667,-3516,62.5,-94.5,49.75,-39481.5,-2560.75,-3414.25,6.6,-56.8,-57,-29878,-9414.4,2585.6,-62.8,230.4,-194,-63634.2,-17743.6,-268,-88.8,16.6,-302.2,-3134.4,-8792.4,-10731.2,-21.8,77.8,-156.8,10097.4,-5316.8,1463.8,-47.4,86.4,-39.6,26548.6,-573,4000.2,-7.8,69.4,57.8,25414.4,8439,-1243.8,4.4,-11,134.6,9451,3329.2,2939,14.4,2,81.4,-6183,-3817.2,3280.4,-4.6,12.4,-2,-1244.2,255.8,1463.2,-4.6,3,4.2,950.8,2585,-683,-1.6,3.2,1,585,1292.4,-853.4,3.2,2,3.6,-280.6,573.2,-256,1,4,3.8,500,158.8,-292.6,-2.4,-7.4,-2.6,975.6,610.2,-292.6,3,-2,-1,719.8,-36,195,4.2,-0.4,1,85.8,-584.6,304.4,down
-299,-344,-1037,-18902,-72865,4634,43.5,-64,-438.5,30792.5,27896.5,-11402.5,140.666667,-216,-1.666667,48881.66667,37012,13597.33333,76.5,-89,171.25,16097.25,-7164.75,-533.5,-21.6,-149.4,204,18780.2,-2049,-3475.4,101,-63.4,323,-24695.4,12828.8,-2048.6,-6,-36.4,95,-48914.6,-23536.8,7695.2,-105.6,120.6,-167.2,-51304.8,-34561.2,-8719.2,-70.8,58.8,-211.6,-4792.8,4865.6,-5743.6,19.8,104.6,-212,-19231.6,3134,3268.4,-43.8,129,-118.8,28646.2,1805,475.8,-10.4,60.6,80.8,37231.4,12292.8,-3073,22,3,170.2,21695,12098,804.8,7.8,8,74.4,-7195.2,1110.2,6060.8,1.6,41.2,4.2,634,-621.6,170.4,2.6,-0.8,7.2,-256,695.2,694.6,-1,-2.4,1.6,-926.6,109.8,-49,-1.4,1.2,-4.2,573.2,73.2,-231.8,2.2,0,3.8,-1024.2,97.4,-48.8,-1.4,0,11.8,-512,-695,12.2,down
171,253,-1412,46158,32865,-9451,126,-217,-285,73109,24511.5,4969.5,-337,-493.666667,1006.666667,72682.33333,8109.333333,5934.666667,17.25,-144.5,263.5,-5412,1127.75,-4207.5,32.2,-127,146.8,-24805.2,256,-2780.8,-28.8,-123.8,103.2,-47488,-15231.6,2426.4,-61.6,102.2,-30.6,-38170.8,-10146.2,-793.2,165.4,207.2,-655.6,-39488,-3536.6,-1829.8,-28.2,131.4,-211.8,7207.2,780.4,2353.2,-32.6,135.6,-159.8,24963.4,1682.6,1926.4,-9.4,87.4,175,38560.8,8255.8,-317.6,6.6,-4.4,131.6,9073.2,621.6,-1317.4,33.6,102.6,43.2,-4694.8,-1158.6,-1780.8,8,-3.4,-7.6,-2975.4,-1914.6,816.8,-2.8,4.4,1.6,634.2,-2243.6,694.8,-3,-1,-3.6,-36.2,585.6,-305.2,-3,0.4,6.4,85.8,-48.6,145.8,-0.4,-1.4,-2.2,1134.4,926.8,60.8,1.4,1.2,0.8,219.8,695.2,255.6,-2,-2.4,2,-377.8,719.6,85.2,down
-90,-215,-981,-8353,-57560,-10548,45.5,-41.5,-739.5,14299,-5121.5,3262.5,81.333333,-356,146.333333,86239.66667,22337.66667,7459.333333,4,-112.75,247.75,5884.25,6936.25,6158.5,-25.8,-149.2,130.8,-4975.4,-3146,-914.6,45.2,-66.6,224,-24792.6,12683,-1524.4,-5,-46.4,221,-33768,-3243.8,-756.2,-32.8,192.2,-153.4,-71438.6,-14304.8,-4304.8,-5,91.4,-236,-10756,-6743.8,-5414.4,18.8,161.8,-181.8,1646.2,122,561,-31,110,-74.8,34048.6,-2134.2,5353.4,-24.8,-42.8,173.4,40292.2,9121.8,-2183,-12.8,13,67.2,19280.2,597.6,-73.4,4.2,-9,36,5573.2,1756,487.6,12.6,-17.2,61.4,1951.4,2926.8,829.2,6.2,-5,47.8,-8878,232,-1524.2,14.8,101.6,-99.6,-11804.8,-4024.2,1585.6,0.2,5.2,2.8,36.6,146.2,-48.6,-1.2,1.4,2,463.2,-610,-85.2,-3.2,1.2,-10.2,1804.6,-146.6,-317,down
-111,-64,-1068,-18841,-27682,-5731,89,-258.5,-699.5,24481.5,61,-5304.5,93.666667,-389.666667,169.333333,71808.66667,16280.33333,20183,-13.25,-85,102.75,3338.25,4481.75,3414.75,-27.8,-137,150.2,658.6,1329.4,-3658.4,60.6,-127.8,291.2,-26292.6,3122,-1731.8,-33.6,67.4,136.6,-47694.8,-12548.4,3841.2,-58.8,246.4,-283.8,-61292.4,-13243.6,-12878.2,28,-9.6,-224.4,1524.6,-4609.6,-4170.8,21,142.2,-141.6,-402.4,-3195,3951,-45.2,137.8,-80.6,31073,3292.6,2804.8,-5.4,33.4,144,37768.2,12817,-1426.8,0.2,-16.6,179.8,17670.8,4439,1073,-22.8,75.4,142.8,-4804.6,1231.8,1121.8,5.8,-6,-2.6,-1816.8,2439,-536.8,6,0.8,3.6,-2097.2,-377.8,-341.6,2.6,2.6,2.8,-975.2,-390,-268.4,-1.6,4,-2,536.8,-975.4,-597.4,2,3.2,-1.2,475.8,-73.2,243.8,-2.8,1.6,-5.2,793,-439,73.4,down
182,-1,-1062,42804,22804,-12012,232,-258.5,-399.5,92834.5,19786,-823.5,-479.666667,-356.333333,463.666667,87458.66667,-14289,10223.33333,20.25,-188,177.25,-10107,152,-5564,25.4,-143.4,66.8,-24512.4,1963,-5207.2,-11.8,-64.4,132,-37975.6,-11731.8,512.2,-76.6,93.2,38.4,-59780.4,-13622,-134,289.2,214.8,-335.8,-56231.6,6658.4,-6682.6,-9.8,146,-132,4536.4,439,4756.2,-29.8,142,-75.4,28451,-3146.2,5439.2,-28.6,60.4,80.4,29134,7329.2,1841.8,-16.2,8.8,125.6,22183,6304.8,536.8,-2.4,-5.4,52,4024.4,2219.6,195.2,-4.6,4.8,-9.6,3305.2,-646.2,-195,4.8,0.6,12,-4024.2,1865.8,-658.4,4.4,5,1.8,97.8,97.6,0,2.2,1.8,-0.6,134.4,-658.4,-146,2.8,4.8,6.2,134.4,109.8,49.2,3.2,2.6,0.2,414.8,-121.8,158.8,1.8,1.6,-1.2,622.2,-719.4,658.8,down
375,-129,-968,40609,21951,10975,99.5,-208,-195,68109,31737.5,15609,58.333333,-293.666667,165.666667,71117.33333,17378,10325,-1.75,-191,219.25,11097.25,2256.25,7317,36,-108.4,125.6,-17988,707.6,-6878,-41,-66,181.2,-37817,-10670.4,-7963.4,-30.8,30,10.8,-55341.4,-19694.6,-8146.2,-29.8,156,-150.6,-53902.4,-13499.6,-11609.6,-9.6,184,-255.6,-11805,-2268.2,-7341.4,-18.4,105.8,-138.6,23390,1707.2,4390.2,-39.6,108.6,26.6,29109.4,6451.2,5341.4,-5.2,58.6,61.8,26134,7524.2,1524.2,-3,32,53,9951,2219.4,5402,7.2,-21.6,77.2,2609.6,231.6,1219.2,-19.4,13.4,6.2,-5158.8,-2292.8,2146.2,2.4,-7.4,-18.2,146.2,24,85.4,-6.4,1.6,2,2268,-232.2,134.2,-4.2,-3,-5.4,1439,975.2,12.2,1.8,-1.6,-1,268.4,487.4,36.6,-0.6,-1.2,4,-402,182.4,109.6,down
254,-673,-709,124817,18536,14756,131,-671.5,156,114390,23597,23506,40,-249,462.333333,31544.66667,9999.666667,-1138,38.5,-202.75,88.25,-28338.25,-2744,-1234.5,55.2,-134.8,-23.2,-27731.4,-5731.6,-2633.8,-39.8,70.6,16.8,-47243.6,-11938.8,-938.8,-48.4,215,-113,-42731.4,-7426.6,-9048.4,-20,130.6,-327.6,-18890,-7792.4,-255.8,-10.4,109.4,-72.4,22329.4,1414.6,-438.8,-42.2,91.4,14.2,28085.2,5865.6,1939,3.4,16.6,129.6,21170.6,7304.8,-1939,7,7.6,53.2,-3573.4,-2597.6,-365.8,7,-24.6,51.2,-134.4,1573,1085.2,-8.4,7.6,4,85.2,109.8,1451.2,0.6,0.4,13.4,-719.4,-987.6,695.4,6.2,3.6,-1.8,1487.8,134,-36.4,3.4,2.6,2.6,415,-146.6,-24.2,0.2,-2.2,-0.8,244.2,-146.6,-158.4,-1.6,-1,-1,366.2,365.4,243.8,-3.4,-2.6,-6.6,207.6,-1963.8,60.8,down
198,-145,1206,59695,79085,-5548,17.5,-190.5,551,2561,4939,-5578.5,14.666667,-171,75.333333,-33150.33333,4126,-4877.333333,19.75,-88.25,-70,-21539.75,-3003,-4603,-1.4,-6.8,-98,-15378.2,-6378,-719,-43.4,63.2,-298.4,-9512.4,-10000,183.4,26.4,72.8,-220.8,5390,4853.4,2878.2,-17.2,96.6,-36,19719.4,-524.6,2049,-16.4,65.4,68.8,16963.6,3938.8,3451.2,-0.2,2.6,105.6,15366,8499.6,536.4,0.4,-36.6,56,-2475.2,-3512.6,682.8,-34.6,2,4.2,-6670.2,-4488.2,-756.2,5.8,5,-3.6,-133.6,828.8,841,4.8,3.2,-5.6,219.8,902,97.4,-1.4,3,-3.2,280.8,377.6,146.2,0.6,1,5.6,317.2,134,280,-2.8,-0.6,0.6,292.8,426.8,-73.4,-0.2,-0.6,-0.2,158.6,-60.8,-97.8,-6,0.2,0,-377.8,158.8,328.8,1.2,0.6,0.8,-170.6,-72.6,-12.4,down
-231,-325,-1322,0,243,7195,-256,100.5,-980,335,-335.5,7499.5,138.333333,-261.666667,-1101.666667,223.333333,-0.333333,4065,298.25,-162.25,1513.5,30.5,-76.25,2241,-114.6,159,-325.2,341.4,-170.6,963.6,-114.8,125.8,-313.8,-109.8,-12,-682.6,54.8,13.2,377.4,-183,219.4,-2572.6,34,119.2,998.8,-122.2,36.8,-2280,-234.2,132.4,-1209.2,-171,182.8,-2694.6,122.8,-142.4,322.6,-171,24.2,-804.6,73.8,16.8,605.6,109.6,-0.2,73.2,5.8,18,-271.2,-48.6,-24.6,-3061,-118.4,13.2,-892,49,-158.8,-3085.4,-87.8,187,312.2,85.6,24.2,-1463.8,-224.8,117.4,-42.4,-219.4,207.2,-817.4,87.6,-19.8,193,36.4,-24.2,-4012.2,-147,117.6,-232.6,60.8,-60.4,707.2,-69.4,84.6,432,24.2,49.4,2219.2,79.4,-176,-370.2,-85.6,37.2,1182.8,219.8,-145.4,74,48.6,-23.8,3024.2,left
649,301,905,304,-60,-12317,114,-24.5,945,517.5,-578.5,-6098,324,-258.333333,1343.666667,284.333333,-385.666667,-2114.333333,-60,81,238.75,30.5,-91.25,-1220,197.8,-64,1030.6,24.4,-85,463,-73.2,-111.2,-708.4,12.2,-121.6,1524,0,-10.6,-402.8,-365.6,183,-244,-367.6,323.4,-1456.2,-219.6,317,-2012,44.8,26,-49.4,146,-60.8,-841.2,-189.8,116.4,-1055.4,24.2,-0.2,-4402,-75.6,47.4,530.8,-109.6,194.6,-390,-72.4,73.8,51.8,85.6,-12.4,-938.8,129.8,-154,-8.8,329.6,-475.6,3048.8,348,-114.6,627.8,-499.4,438.8,-2060.8,112.2,-180.8,272.2,-85,73.2,-853.6,-35.8,23.2,-67,36.6,-61,-3012,256.6,-274.4,390.2,-85.4,194.8,-877.8,30.8,58.2,667,-499.8,597,-792.4,-339.6,7.6,-787.8,304.8,-280.8,4609.8,-119.4,143.8,-272.4,24.2,36.2,4878.2,left
420,-623,2751,914,-1097,-27134,357.5,-326,-90,-274.5,91.5,-3750,53.333333,-124,268,121.666667,-40.333333,162.333333,227,-81.75,2267.5,-167.75,-15.25,4008.75,14.4,4,-241.6,377.8,-402.4,1670.6,-176.2,200.4,-657,-451.2,377.8,207.2,-196.8,187,21.4,207.2,-73.2,-1683.2,-40.4,72.8,-162.4,60.8,-146.4,-3512.2,-187,67.8,-1802.4,243.8,-109.8,-4158.4,-26.8,17.6,303.2,-402.2,426.6,-2829.2,13,-109.4,159.6,378,-353.6,3439.2,-18.8,60.6,237,-60.8,-73.4,-316.6,64.6,-59,306.2,85.6,60.6,-1585,-111.6,100.6,445.8,-341.4,219.2,-3743.6,-162.2,129.6,-670.6,-24.6,24.4,-3487.8,178,-46.8,3.4,-219.4,292.4,-2146.6,83.8,-234.2,-247,24.2,48.8,1853.2,-24.2,-0.2,-181.2,-97.8,48.8,5633.6,81.8,-45.2,-713.8,146.2,-36.6,3853.2,156,-181.2,607,60.8,-85.4,4560.6,left
