@relation all_train_data

@attribute AccX1 numeric
@attribute AccY1 numeric
@attribute AccZ1 numeric
@attribute GyrX1 numeric
@attribute GyrY1 numeric
@attribute GyrZ1 numeric
@attribute AccX2 numeric
@attribute AccY2 numeric
@attribute AccZ2 numeric
@attribute GyrX2 numeric
@attribute GyrY2 numeric
@attribute GyrZ2 numeric
@attribute AccX3 numeric
@attribute AccY3 numeric
@attribute AccZ3 numeric
@attribute GyrX3 numeric
@attribute GyrY3 numeric
@attribute GyrZ3 numeric
@attribute AccX4 numeric
@attribute AccY4 numeric
@attribute AccZ4 numeric
@attribute GyrX4 numeric
@attribute GyrY4 numeric
@attribute GyrZ4 numeric
@attribute AccX5 numeric
@attribute AccY5 numeric
@attribute AccZ5 numeric
@attribute GyrX5 numeric
@attribute GyrY5 numeric
@attribute GyrZ5 numeric
@attribute AccX6 numeric
@attribute AccY6 numeric
@attribute AccZ6 numeric
@attribute GyrX6 numeric
@attribute GyrY6 numeric
@attribute GyrZ6 numeric
@attribute AccX7 numeric
@attribute AccY7 numeric
@attribute AccZ7 numeric
@attribute GyrX7 numeric
@attribute GyrY7 numeric
@attribute GyrZ7 numeric
@attribute AccX8 numeric
@attribute AccY8 numeric
@attribute AccZ8 numeric
@attribute GyrX8 numeric
@attribute GyrY8 numeric
@attribute GyrZ8 numeric
@attribute AccX9 numeric
@attribute AccY9 numeric
@attribute AccZ9 numeric
@attribute GyrX9 numeric
@attribute GyrY9 numeric
@attribute GyrZ9 numeric
@attribute AccX10 numeric
@attribute AccY10 numeric
@attribute AccZ10 numeric
@attribute GyrX10 numeric
@attribute GyrY10 numeric
@attribute GyrZ10 numeric
@attribute AccX11 numeric
@attribute AccY11 numeric
@attribute AccZ11 numeric
@attribute GyrX11 numeric
@attribute GyrY11 numeric
@attribute GyrZ11 numeric
@attribute AccX12 numeric
@attribute AccY12 numeric
@attribute AccZ12 numeric
@attribute GyrX12 numeric
@attribute GyrY12 numeric
@attribute GyrZ12 numeric
@attribute AccX13 numeric
@attribute AccY13 numeric
@attribute AccZ13 numeric
@attribute GyrX13 numeric
@attribute GyrY13 numeric
@attribute GyrZ13 numeric
@attribute AccX14 numeric
@attribute AccY14 numeric
@attribute AccZ14 numeric
@attribute GyrX14 numeric
@attribute GyrY14 numeric
@attribute GyrZ14 numeric
@attribute AccX15 numeric
@attribute AccY15 numeric
@attribute AccZ15 numeric
@attribute GyrX15 numeric
@attribute GyrY15 numeric
@attribute GyrZ15 numeric
@attribute AccX16 numeric
@attribute AccY16 numeric
@attribute AccZ16 numeric
@attribute GyrX16 numeric
@attribute GyrY16 numeric
@attribute GyrZ16 numeric
@attribute AccX17 numeric
@attribute AccY17 numeric
@attribute AccZ17 numeric
@attribute GyrX17 numeric
@attribute GyrY17 numeric
@attribute GyrZ17 numeric
@attribute AccX18 numeric
@attribute AccY18 numeric
@attribute AccZ18 numeric
@attribute GyrX18 numeric
@attribute GyrY18 numeric
@attribute GyrZ18 numeric
@attribute AccX19 numeric
@attribute AccY19 numeric
@attribute AccZ19 numeric
@attribute GyrX19 numeric
@attribute GyrY19 numeric
@attribute GyrZ19 numeric
@attribute AccX20 numeric
@attribute AccY20 numeric
@attribute AccZ20 numeric
@attribute GyrX20 numeric
@attribute GyrY20 numeric
@attribute GyrZ20 numeric
@attribute Label {up,down,left,right}

@data
-49,-1312,1502,169146,13475,-12926,-111,1063,-495,-92256,75731,-2500,308,-16,-669,-196524,-102682,853,-218,-65,-566,51707,-30121,18841,106,243,-415,16280,16951,-27987,-31,79,258,72439,23536,7012,-86,-46,443,-23597,-23170,-1097,-46,22,-88,11951,26463,16280,27,-10,60,-18231,11585,487,1,9,-24,11768,-2134,487,-4,-37,-73,3597,-11219,-5304,37,45,106,-24573,13170,1768,-17,-12,-63,20426,5060,-4207,8,10,23,-3231,-8292,4695,8,-16,-10,2743,-609,731,-8,1,-10,-1646,-1280,0,13,15,20,-3353,365,182,-14,-5,-15,2987,1158,-1158,8,3,20,-2012,-1097,1829,12,9,0,426,3109,-975,down
162,-321,1150,131402,10853,-13597,-243,-127,-187,-84756,-16036,27378,137,77,-733,-120304,-12378,-11341,30,62,-184,-12195,-3719,-3658,-128,286,-444,-16036,4268,3902,9,-66,45,100853,6463,-29207,21,144,-67,11158,12256,13597,43,-116,511,-28292,-2134,17865,-45,10,-122,24085,6219,-2195,-24,6,6,-853,-1646,-6036,38,-10,24,-4695,-4634,4939,-9,0,-5,975,-792,-609,16,6,-8,792,-853,-1036,2,9,23,-3963,-121,548,-13,-4,-6,5731,-853,-731,18,-6,16,-1646,1036,1158,-28,0,-18,914,304,121,31,0,-30,2317,-1158,-304,-10,-4,18,-3109,-121,-182,-4,-19,-35,-6524,-1036,2073,down
-788,686,4243,198597,53231,-1524,682,-845,-3670,-157804,5853,38231,159,-284,46,-74939,-32865,-63414,203,30,-312,-54329,-11219,-2378,-236,331,-859,-53597,-63048,41463,-60,103,-93,136585,38048,-27865,170,-35,862,-12621,-1097,19390,-157,63,-156,25731,11585,-9207,15,-31,1,-5121,3780,4390,-11,8,-29,3902,-1097,-1768,4,3,-19,-1890,-2682,426,9,0,46,-6158,-792,365,-1,8,-21,4878,2621,-1524,-8,-6,9,1829,-1585,1341,3,-5,-15,1341,-304,426,12,11,-10,853,2256,-609,-7,-1,9,-1036,-792,-487,-5,1,22,-914,-792,1036,9,0,-26,426,304,-304,-17,0,-9,1158,-365,-853,down
133,21,-1055,-3780,-30853,-16768,31,-410,276,38170,45000,57317,95,-218,1572,170426,42682,-22987,-805,641,-161,-80243,-99451,14878,526,-563,131,-90365,22987,-46585,263,45,-220,-139207,37378,-14573,-99,-44,-487,-6707,-40304,12682,-84,477,-785,33658,-17865,-5304,141,-268,664,108536,61463,17987,-145,238,117,-40182,-36036,8536,41,40,-22,11219,25243,-2560,-18,-27,16,4268,-7743,-2743,-21,-14,-67,7499,-3231,670,7,-13,36,-17012,-426,2926,-9,11,32,-2926,-1158,-914,-1,5,-31,5121,1646,-2073,6,1,9,-1158,548,-243,-3,5,-8,304,-1097,182,7,0,15,-60,1707,975,-1,12,-11,975,-914,-670,down
-110,-37,-1166,-64756,-62134,10304,293,-98,549,125182,119390,1036,-45,-562,1353,162195,11585,6707,81,447,-287,-191768,-33353,-8170,-245,-252,99,-2134,-51280,-24939,250,45,-48,-110060,18597,-4634,-31,44,-304,-54024,-12804,21646,-199,369,-788,10853,-39878,3902,120,-176,67,170975,66524,-38292,-144,191,564,-16402,-21768,20121,102,18,-160,-22073,17073,2134,-96,-17,81,-1280,-11646,9146,54,-22,90,-11585,3963,10609,-25,3,-34,-426,-2621,-5670,16,3,29,3231,548,-2987,-15,-16,-31,3658,-1707,243,-12,5,-59,-1402,-1890,1341,15,28,57,-4329,1524,-2987,11,-11,16,-3536,3292,2743,-84,41,-118,1768,-6829,-60,down
-820,-210,6619,293048,42926,21951,984,-41,-6181,-286585,40060,23231,34,-196,317,-45304,-46341,-65609,136,-125,-227,-76280,-31951,15853,-211,317,-868,-62195,-40548,14756,-171,237,-356,136097,21951,-10121,284,62,855,56402,13170,-10548,-163,35,-67,-13902,11707,6768,14,-3,25,670,-2134,609,-20,4,-34,2500,-6097,1402,8,-14,-34,6890,243,-487,7,20,80,-11402,-1341,609,-30,2,-71,5060,3658,-3536,26,10,41,-914,-2256,3841,-8,-7,-22,3963,-853,-426,25,-4,20,-1219,2743,487,-24,0,-43,1463,-304,-1219,5,-1,23,-670,609,-426,-6,5,20,-3292,-670,1646,2,-12,-16,1585,-1158,-609,down
33,-243,-1281,-32256,-62317,1280,83,35,-210,59146,82012,18841,-1543,2903,9559,290914,47012,45853,1425,-2966,-7802,-283353,14756,-30060,-37,-264,196,-41219,-79146,-63353,206,-80,41,-105609,-14268,9634,-53,351,-995,-25060,-38475,16158,-158,200,-395,54756,12256,3109,-99,-407,337,94878,20000,-2500,123,409,495,5426,34634,-1646,-6,5,44,-13475,-9146,-548,2,0,17,-1097,-487,853,8,5,1,-3292,-4085,2378,12,-6,33,-5304,-1646,1341,-20,22,4,731,-2560,-1524,0,-7,-44,6097,2378,-1036,10,0,-1,-1402,0,609,2,1,0,-2134,-1646,1341,-11,2,23,487,2134,-1158,14,8,-6,1707,-1768,60,down
86,-256,-1138,31707,33780,11280,121,-231,655,115060,51585,5853,353,-1672,3863,53048,-90609,12560,-654,1540,-2792,-143170,37926,-53231,116,41,132,-90426,-12195,-7256,250,-84,-415,-108902,-28048,4024,-177,581,-1090,6829,-60975,5304,-86,202,101,95000,52012,6341,-79,-209,559,60182,34390,17804,-3,70,165,-10853,-11646,-1036,49,-9,-44,-16585,-365,1280,-22,6,-16,5060,-6402,-2560,10,1,31,1097,3292,-1585,12,-2,-41,1524,-2195,792,-10,6,0,365,1768,-792,11,5,41,-1829,-2195,975,-8,-2,-24,3963,304,60,-5,3,-15,609,60,-182,11,3,50,-3780,0,1158,-4,0,-52,2012,-548,-426,down
78,46,-1289,39817,-853,-11951,292,-743,605,107743,62439,33292,677,-422,8589,122560,-18414,10243,-1343,554,-7436,-261036,-27317,12256,473,-30,301,-69634,-5487,-72743,84,-12,-597,-94695,-30792,21524,-150,384,-592,2926,-5182,8109,-125,370,-290,94939,-14390,-8292,28,-87,489,88841,46097,-7743,23,-89,276,-34878,-8048,10548,-34,40,-82,5487,731,2621,-3,9,44,-11158,5182,-2743,13,16,-1,3475,-5304,4329,-7,11,-16,2134,1890,-792,-1,6,-13,2926,853,1036,11,1,37,-2378,-3231,914,-2,-5,-15,2926,3231,-853,-9,-2,-7,548,-1280,487,17,4,18,-1524,60,-60,-23,-2,-12,121,914,-853,down
263,-889,641,232682,91341,14085,3,218,138,-266036,-45975,-7804,-343,-55,-559,41585,-57012,-1280,210,3,364,-54756,26585,-25609,202,153,-389,-103719,-33841,16768,-299,437,-935,121,-41402,609,46,83,131,95609,55792,-9451,-27,-121,280,50853,6829,13841,-46,84,302,12500,-2256,-7743,1,-18,-15,2073,5975,1219,5,13,39,-9573,-7682,2560,-5,12,28,-8536,-1524,3780,-3,10,-14,6768,1707,-1951,-7,-1,-9,5182,731,426,18,-8,-3,-4024,1707,1036,-7,-6,40,1158,-426,182,12,10,-9,-1219,-2195,-365,-14,3,-17,609,1036,304,7,-15,0,1219,975,914,0,7,20,-3780,-426,-731,down
-28,95,-1199,29695,-8719,-3597,300,-446,662,108597,94390,14695,22,-777,1308,106463,-8780,36890,-168,753,-103,-243048,-21524,-16402,-109,-179,-164,-35060,-56768,-45426,249,0,-176,-94695,-6280,-1585,-164,367,-744,-22134,-34939,21097,-171,183,-280,55365,10243,3658,74,-235,69,101768,52682,-27317,-10,257,599,-11402,-17317,12134,27,44,-43,8963,-3414,7926,-26,-20,21,1402,426,-3231,14,14,61,-1646,1158,1097,20,-5,-32,5060,-2926,-975,-8,-5,10,-7195,1158,975,0,-14,1,365,1646,-2378,-9,-7,-2,5731,731,-304,6,-18,-16,6097,2195,1585,7,-22,4,6890,-914,-182,-8,-19,-14,-731,-2378,-2621,down
286,-1039,322,252134,70731,-8658,77,1005,802,-228414,-7378,49573,-241,-339,-312,-89634,-40182,-51463,128,-5,-613,-92012,-33414,-3109,-217,94,-484,8536,-36829,26585,-61,397,-363,83353,29085,-22926,-53,-64,261,74085,37378,-2743,94,-33,415,-23475,-22804,9512,0,38,-27,-9756,-9695,9573,-19,9,3,2865,8231,365,0,-5,21,3536,3536,-2012,-3,1,-5,-4085,1646,-1036,-1,19,-2,1219,-2439,426,0,-9,4,1219,1951,-1158,-4,10,-13,1036,1768,-487,24,-11,34,-792,-60,975,-14,11,-4,-182,-426,-1219,-18,-38,-34,3597,-182,426,27,18,12,-60,-1280,1280,2,18,-3,-2134,-975,60,down
-299,-344,-1037,-18902,-72865,4634,386,216,160,80487,128658,-27439,335,-520,872,85060,55243,63597,-116,292,690,-82256,-139695,-42926,-414,-391,335,29512,18414,-15243,314,86,-442,-236280,1524,11768,-149,351,-980,-40609,-53170,21280,-163,265,-439,73109,121,-18475,58,-17,468,150304,57439,-28048,39,-162,333,-42682,9756,29817,-4,208,24,3109,-5121,-2195,18,9,18,2317,-731,3536,-1,-23,8,-4573,-853,914,-13,8,-11,5853,2500,-1768,8,4,-18,-3536,1097,365,1,-2,39,-1341,1463,426,0,1,-10,-1036,-3658,-182,-3,-5,-21,2926,-1036,0,5,2,29,-2134,2621,-853,-10,4,22,-975,-2865,670,down
171,253,-1412,46158,32865,-9451,81,-687,842,100060,16158,19390,-1263,-1047,3590,71829,-24695,7865,1080,903,-1966,-239695,-19817,-34634,92,-57,-320,-102378,-3231,2926,-134,269,-1630,-67256,-44573,16585,-83,443,173,146646,41585,3292,-128,-522,465,65243,8353,2682,112,524,253,-6219,1768,-13719,70,-36,-60,-13597,1280,792,-18,28,44,731,-11707,5365,-3,-16,-44,-792,3414,-1707,7,13,23,-3597,-548,365,-16,-6,-1,2378,-2012,-731,16,3,-14,4451,-365,182,-19,1,18,-2621,2439,365,-3,-9,6,-182,243,548,20,4,-20,1646,4329,-60,-7,7,14,-2195,-3170,243,-1,-15,-8,1463,-243,-670,down
-90,-215,-981,-8353,-57560,-10548,181,132,-498,36951,47317,17073,153,-985,1918,230121,77256,15853,-228,617,552,-235182,-39268,2256,-145,-295,-337,-48414,-43475,-29207,265,198,-515,-107439,21585,-13597,-70,233,-513,-7926,-32317,20914,14,208,46,41768,21951,-1890,-89,113,139,68231,-1463,-3292,-26,57,-66,13597,-9146,670,16,-61,20,54573,10304,10365,-39,-531,728,23292,23963,-16768,74,487,-485,-63292,-20670,8658,-4,3,-17,-304,4329,-487,16,16,61,-4512,-3292,2378,-16,0,-48,426,-3170,-1402,4,2,-9,8658,2682,-1219,1,5,27,-4085,182,487,-11,-16,-21,1829,548,-670,6,15,0,2195,-975,1219,down
-111,-64,-1068,-18841,-27682,-5731,289,-453,-331,67804,27804,-4878,103,-652,1907,166463,48719,71158,-334,829,-97,-202073,-30914,-46890,-86,-345,340,-10060,-11280,-31951,331,-18,-363,-153597,-18719,3902,-182,523,-1104,-39207,-50548,22987,-23,243,-195,98475,45243,-12439,100,-451,200,112012,12256,-3353,-121,414,754,-19695,-4207,8658,0,-40,-58,3780,13719,-1829,17,1,19,-5731,-2926,1829,5,-7,-16,-2012,3353,60,-15,9,15,-365,-3780,-3109,22,7,27,-4756,1829,365,1,-6,-27,2378,-365,-853,0,10,15,-121,-2987,2195,-16,0,-40,5548,426,-1585,3,5,19,-670,731,1097,-2,-1,7,-3170,0,-487,down
182,-1,-1062,42804,22804,-12012,282,-516,263,142865,16768,10365,-1903,-552,2190,76707,-82439,32317,1520,317,-682,-302804,43475,-52926,46,35,-375,-82134,9207,-3780,-4,394,-736,-24512,-45670,16585,-42,272,-205,33841,7317,7134,-74,56,319,94451,18963,-426,25,-27,337,1036,12378,4268,-54,15,-92,37439,-8719,-365,2,-14,43,-21097,6707,-1402,20,14,21,-914,2195,609,-5,-15,-49,3658,-1463,-2134,14,24,29,-2560,-1951,2317,-7,-6,16,792,3841,-2682,0,8,-8,-487,-2134,1890,9,-2,9,-731,-1585,-121,-2,0,-15,3658,2378,-1158,16,13,-1,-1158,-3109,2865,-14,-11,9,1829,853,-182,down
375,-129,-968,40609,21951,10975,-176,-287,578,95609,41524,20243,-24,-465,887,77134,-11341,-243,-182,117,380,-168963,-43109,-1707,187,222,-249,-134329,-5487,-63658,-10,83,-690,-58536,-34939,5548,-125,193,-274,7987,-3597,19329,-19,165,80,84329,19634,-17560,-81,257,-145,41524,13048,19634,143,-169,336,41646,14390,-5000,-116,97,136,-29939,-11219,10304,47,-57,-98,-6890,1768,243,-8,32,36,3414,-6890,1829,-30,-11,-24,4817,3109,-1280,10,6,-19,2804,1768,-365,-7,-7,14,-3414,365,0,3,-12,3,3719,487,487,3,9,-1,-731,-853,1219,0,-4,-2,-1036,670,-1158,-2,8,6,-548,243,0,down
254,-673,-709,124817,18536,14756,8,-670,1021,103963,28658,32256,-142,596,1075,-134146,-17195,-50426,34,-64,-1034,-207987,-40975,-1524,122,137,-469,-25304,-17682,-8231,-221,354,-509,27256,-12500,23231,-35,52,372,126524,51219,-8292,0,174,2,-14939,-19024,-6463,82,-170,242,-1890,5060,-2439,-37,47,-36,3475,4573,3658,7,-20,68,-7317,-5304,3841,-17,7,-10,2804,1707,-426,0,13,-8,2256,1829,792,5,-9,6,-792,-2256,-609,8,11,11,-548,-914,-121,35,-4,-8,3719,304,182,-31,2,12,-2560,304,-365,-16,-11,-25,1402,1829,121,-4,-3,5,-182,304,1402,-1,3,-17,-1341,-12560,-1036,down
198,-145,1206,59695,79085,-5548,-163,-236,-104,-54573,-69207,-5609,9,-132,-876,-104573,2500,-3475,35,160,-506,13292,-24390,-3780,-86,319,-210,9268,-19878,14817,-12,205,204,89024,60975,-1036,186,-188,284,19939,5060,7865,-209,-13,48,-32926,-24390,-7621,39,4,18,-487,-2073,3231,-5,5,-26,1280,2926,243,-9,9,-44,-182,914,-304,11,5,25,-1036,182,670,-7,2,9,-243,2195,365,34,-5,8,1280,-1707,-487,-36,4,-14,1585,304,487,1,-1,0,0,-304,365,-6,-3,0,-1158,1646,-1097,6,2,5,-914,-243,243,5,-1,9,-1402,-609,1646,0,6,-10,2621,-853,-1219,down
-231,-325,-1322,0,243,7195,-281,526,-638,670,-914,7804,927,-986,-1345,0,670,-2804,778,136,9359,-548,-304,-3231,-1766,1444,-7680,1585,-548,-4146,-232,-491,-1265,-2256,1036,-1036,567,-37,2818,304,243,-1646,823,-456,1762,304,-243,-1341,-563,202,-1681,-792,426,-5304,19,70,-21,1585,-1341,5304,-477,305,150,-853,914,3353,227,-31,-1566,-487,121,-17317,202,-480,-1342,792,-914,-1463,-410,1071,4340,-609,1341,2804,-666,-278,-1794,60,-426,8536,1085,-381,1327,426,-243,-12621,-946,656,-3694,-365,-60,6280,590,-645,1981,609,-365,6097,334,-232,329,-1158,1280,-2378,36,-125,427,731,-731,17743,left
649,301,905,304,-60,-12317,-421,-350,985,731,-1097,121,744,-726,2141,-182,0,5853,-1212,1099,-3076,-731,792,1463,1229,-644,4198,0,-60,7195,-706,65,-7790,243,-243,-7012,-55,153,2513,-1158,426,-8719,-1094,944,-3126,548,670,-2987,850,-388,3958,1097,-1097,7317,56,-192,-832,-609,243,-10609,-135,-280,141,-426,731,13048,-39,285,118,-182,-609,-11463,-83,-195,-3429,1768,-1646,16951,1941,-191,7141,-3048,3475,-18231,-1123,-523,-2610,1463,-1585,-4573,-875,740,-1555,182,60,2256,1423,-1203,2404,-792,670,-792,-1212,1468,-2045,-304,365,17378,89,-444,-133,975,-914,8780,-22,158,-33,60,0,-3231,left
420,-623,2751,914,-1097,-27134,295,-29,-2931,-1463,1280,19634,-555,280,984,914,-304,7987,748,45,8266,-1036,60,15548,-836,347,-10278,2560,-1951,-7682,-533,359,674,-3231,2804,-34451,192,-96,461,1829,-975,10182,227,-291,65,182,-670,-1158,15,20,66,-121,243,12317,-35,96,250,-670,731,-1036,-334,-276,-44,670,-1097,-3109,33,754,848,-365,426,-8597,644,-889,411,914,0,-7500,-866,818,764,-2256,1036,1524,-288,241,-5332,914,-243,243,1367,-1158,3326,-304,243,3597,-438,-183,-404,853,-792,11402,104,281,740,304,0,11402,-336,593,-1899,-1036,609,-7378,83,-439,1272,487,-487,3780,left
240,-450,-1116,487,-609,-5792,-365,-115,551,-487,426,-2804,-10,699,391,487,60,4268,647,-585,1039,-243,-60,-5975,-98,1043,-531,121,-548,13597,490,-904,1052,731,182,-12987,-488,743,-1095,-2073,1524,-5609,-531,193,-398,975,-853,1768,270,-320,84,60,-182,2317,-129,19,552,243,-426,3109,312,-281,-1264,1158,-1463,-7012,-889,703,1192,-1768,3170,-5731,1410,-714,-3123,182,-914,4024,252,-560,3622,0,-243,-23292,-2120,916,-4883,-1341,1219,35609,654,173,3358,1280,-731,2134,538,-697,226,-365,60,-8719,-51,171,358,426,-731,-304,-75,85,-32,182,-60,4573,28,30,0,-60,182,-4939,left
43,-401,2284,365,-670,-4939,45,-184,-2210,243,487,13597,149,573,-3586,-1158,304,-1219,116,-719,2045,792,-548,-2560,-361,534,4947,-1219,304,-2926,1000,12,-2574,1219,243,-1036,-802,522,-799,-731,60,-18414,-224,-569,-97,365,-548,-6036,-16,265,12,121,243,24878,165,105,-262,-304,121,-9817,-615,-129,157,2439,-2804,19878,872,-68,1223,-1341,2865,-10609,-595,383,-3640,-2621,1097,-20914,-564,-54,2455,1280,-853,4939,816,-114,-1903,60,426,20487,-585,350,2432,1158,-914,7743,88,-562,131,-1158,731,-13902,384,-29,-1005,487,-304,0,120,-26,307,304,-365,9512,-55,117,90,0,0,2865,left
408,-396,979,487,-975,-24451,-366,235,-22,-1402,1524,7682,1375,-1060,324,2682,-2560,22073,-1982,1054,-84,-853,60,4390,-286,618,168,-1341,2012,-14024,859,-88,-209,0,1707,14207,126,-576,-1172,60,-1646,6036,-23,533,1517,-243,487,-14756,-23,-144,-1496,-426,609,-21219,-78,-144,-44,1280,-2012,12134,-23,295,1095,304,-365,-6829,-306,-399,-1878,-182,304,-23841,2108,-334,11223,-1646,1890,11097,-965,-308,-8378,914,-853,4512,-855,991,-1114,-426,731,-2682,-125,-459,-483,1036,-975,17682,338,161,-353,182,-304,-4817,-93,-136,-235,-1280,1097,3963,-105,104,176,487,-792,-3353,44,49,-3,121,121,3109,left
114,-188,-994,-182,182,-3048,-79,-247,2818,-182,-60,8109,132,678,-477,487,-243,-2134,879,-707,-176,365,-548,13658,-241,-73,1474,365,0,609,-625,586,-2798,-670,243,-10975,-585,453,-706,-1402,1829,-5975,239,-120,602,1280,-731,15000,574,-366,-20,121,-1402,-31158,-261,-115,588,609,-243,22682,-509,901,672,-182,182,-19817,1187,-375,4405,-365,1036,-21219,-736,-395,-7198,-1524,1646,9268,-931,-601,1141,975,-1402,7012,1254,710,592,121,-243,18658,-366,193,-876,365,-121,-5182,-142,-768,315,-487,121,3109,-118,519,395,365,0,4756,370,-158,636,-365,-60,-3536,-156,84,-394,182,-121,-1219,left
-184,-90,979,-426,548,-7012,12,413,-1669,792,-1524,-2865,-129,-71,423,-365,1036,12134,244,-647,-453,0,-60,11341,540,-261,1569,731,-426,4817,-1691,1090,-4556,304,-243,2560,786,-277,1957,-1524,1463,-6707,33,759,2141,1036,-487,-1951,373,-818,-412,-365,-609,-6890,39,-167,547,-670,792,548,-575,863,-486,121,-487,-27134,333,-862,-1275,1219,-365,-5670,191,-551,-343,-1280,1036,13109,83,843,406,1158,-792,7256,175,-980,-357,-914,182,-7987,-38,355,646,-304,548,11219,-488,414,1411,1219,-1341,1524,329,-41,-761,-1158,1097,2073,-27,-124,377,304,-426,-1341,5,152,-147,243,0,3475,left
595,510,2674,1158,-1219,15060,-486,-555,-3696,-731,1219,-5975,-417,62,-1072,-792,-121,-11463,138,-180,3186,670,-243,8475,549,656,2573,1280,-487,17926,-999,-279,-3691,-2256,1097,-11646,570,-32,139,853,121,-2804,41,-125,-229,-243,-792,-35792,174,-171,416,304,-121,15426,-132,496,358,1341,-1646,15670,146,-507,-1185,-1219,1524,-22804,-160,135,1546,-1524,2256,-2987,-121,169,-3351,548,-731,1768,290,-333,1524,853,-670,6036,-201,373,661,-792,60,5182,-104,-583,441,-243,731,-7012,-51,475,-814,1951,-1646,24268,100,-92,496,-1585,1280,-548,-69,-208,194,304,-609,-6829,133,125,-145,182,-182,-3475,left
-13,-166,-2366,-487,121,2012,-470,451,2075,853,-243,7134,19,171,-1101,548,-304,13597,1536,-973,5470,-914,304,-19939,-2319,-121,-496,243,-182,1707,2135,-176,-2411,426,0,-7500,-1423,1109,-1412,-1768,1829,5731,465,-41,284,365,-914,-23536,235,-207,-213,548,-731,7256,-144,-80,-41,304,60,24024,-273,203,1559,-60,-121,-17439,597,-102,1046,-426,914,-19207,-541,405,-5320,-304,-487,365,238,-1401,4762,914,304,16707,-630,799,-1212,-304,-792,-6219,329,58,-895,243,365,10304,404,-57,15,0,-304,5426,-62,166,-10,-609,731,7743,-59,-72,196,182,-243,-2439,-58,78,60,243,-182,-2621,left
-473,203,-922,243,-731,2134,920,-608,3109,243,60,-10487,646,-526,-84,-670,731,6158,-1362,1340,-3031,1707,-975,40792,437,-805,-481,-60,487,-23292,-572,744,26,-2621,1280,-7378,202,120,2955,1585,-182,19451,252,-123,-1580,-670,-670,-51951,-29,-189,54,609,-670,12987,81,6,-69,487,-731,7926,-28,-64,-880,-365,1158,-32073,107,-396,-1562,-1524,-121,-1646,354,63,7506,670,975,-1646,380,-520,-109,-304,-365,31341,-1083,1030,-4302,-792,1524,5426,62,-229,-1512,2256,-2073,6524,563,-100,1463,-1524,1280,-182,-360,20,-650,548,-975,-3719,-208,-23,72,182,0,-243,144,63,-5,0,-60,-8719,left
-29,21,-1180,-365,121,2865,-42,374,1042,975,-731,2621,116,-618,-1459,-426,609,10182,-121,429,270,-487,243,-3170,-806,308,-2223,792,-731,13719,1083,-1053,3756,-243,487,-13475,-2,324,290,-975,975,365,-171,301,-833,1097,-792,4817,-149,-116,-214,-304,-426,-20426,59,299,249,-60,0,-1585,-617,-479,-4228,1097,-1402,-8658,1092,-176,7373,-1524,3292,-10243,644,-315,-359,-792,-243,-3414,-1163,471,-2818,975,-1219,9451,-140,206,268,-609,243,1829,258,-204,-38,-304,1036,22743,77,-23,687,2134,-1890,17378,-295,-19,-687,-1585,1036,-17134,198,199,91,548,-426,-975,15,53,-7,-60,-60,-2378,left
491,633,742,-243,487,2621,207,-1986,1983,-365,-426,1585,-702,2101,-6346,670,-182,-365,25,-1889,857,243,-243,3719,759,975,4475,426,-182,4390,-730,278,-338,-1158,1158,7195,-230,447,-1209,1280,-731,7256,241,-322,-238,-975,182,-35182,-115,-2,-551,-121,182,15365,-132,333,1653,365,-792,-18536,490,-668,-2435,-121,1829,-17012,-328,-39,2603,-792,60,20975,-348,98,-2159,1707,-1890,-11951,204,332,1347,-1097,426,5975,-166,197,-1024,-304,914,12926,363,-477,613,1036,-853,7195,-27,-37,-284,-1219,853,-3902,-13,-42,306,426,-609,3780,21,101,20,426,-243,-1646,-21,-15,0,-182,0,-5304,left
219,-63,-1301,365,-548,-1280,-117,113,2479,60,548,15975,552,-815,1159,0,-548,3658,-405,194,-2367,-304,365,-11402,74,143,-1801,548,243,1951,-202,148,1577,-1585,304,-1646,-190,996,2461,1402,-426,-3597,86,-265,-2423,-426,1768,-24268,15,-375,212,-487,-1951,4268,108,-108,492,487,-60,15487,-35,324,464,548,-548,5243,-339,155,-1798,-487,426,-11341,595,-675,649,-426,1585,-4999,252,419,3751,-670,-914,-2134,-988,-514,-2778,609,365,6585,437,1369,-1401,60,-121,2256,-192,-1270,72,-243,-487,3353,578,259,-697,670,243,-3475,-437,-318,720,182,-670,11524,-33,236,279,-487,792,-548,left
291,-166,-1953,60,-426,-4573,737,-74,2139,487,-365,7865,560,359,5447,182,0,10426,-591,-1317,-6274,-182,365,-2804,-1103,2004,3780,792,-304,6707,205,-506,-2360,-2317,1097,-13475,211,41,-2024,1341,-121,2621,-400,-116,1937,60,2743,-20060,24,-110,-526,670,-4146,19390,-276,379,116,-1402,1097,-7804,788,-692,2470,1219,-1341,-15426,-916,158,-3110,-1646,2012,-21097,-53,1035,-309,243,-487,11280,1046,-661,495,609,-121,487,-367,-563,-882,0,-304,6890,384,566,2777,-792,1280,7073,-587,-317,-1479,1341,-1585,5609,-77,-2,52,-731,365,2560,156,0,-8,121,0,3658,-18,26,-45,182,0,-4512,left
